nama,kategori,rating,provinsi,kota,kecamatan,alamat,link
Astoria Park,Taman,5.0,Jawa Timur,Surabaya,Mulyorejo,"PQVP+GM4, Jl. Babatan Pantai Bar V, Kalijudan, Kec. Mulyorejo, Kota SBY, Jawa Timur 60114","https://www.google.com/maps/place/Astoria+Park/@-7.3172618,112.6739792,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f9d124973f1f:0x5d7e9a0537af56e!8m2!3d-7.2562436!4d112.7867027!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQ9nYXRlZF9jb21tdW5pdHngAQA?hl=id"
Asia Goldfish Surabaya,Taman,4.7,Jawa Timur,Surabaya,Rungkut,"Jl. Raya Medayu Utara Kav. No. 1 Gerbang biru, kolam ikan hias, Wonorejo, Kec. Rungkut, Kota SBY, Jawa Timur 60295","https://www.google.com/maps/place/Asia+Goldfish+Surabaya/@-7.3172618,112.6739792,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fbee68493ac5:0xac531c2a0819509b!8m2!3d-7.3172618!4d112.8058151!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQ13aWxkbGlmZV9wYXJr4AEA?hl=id"
Taman Bermain & Lapangan Futsal,Taman,4.3,Jawa Timur,Surabaya,Benowo,"PJWW+P27, Sememi, Kec. Benowo, Kota SBY, Jawa Timur 60198","https://www.google.com/maps/place/Taman+Bermain+%26+Lapangan+Futsal/@-7.253217,112.5131972,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7ffd04c8c812b:0xea8d56ee44008e78!8m2!3d-7.253217!4d112.6450331!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Ekspresi Dan Perpustakaan,Taman,4.5,Jawa Timur,Surabaya,Genteng,"Jl. Genteng Kali No.67, Genteng, Kec. Genteng, Kota SBY, Jawa Timur 60275","https://www.google.com/maps/place/Taman+Ekspresi+Dan+Perpustakaan/@-7.2573072,112.611884,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f966192051db:0x73421d48f52c1f0f!8m2!3d-7.2573072!4d112.7437199!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Wisata Mangrove Wonorejo Surabaya,Taman,4.5,Jawa Timur,Surabaya,Rungkut,"No., Jl. Wonorejo Timur No.30, Wonorejo, Kec. Rungkut, Kota SBY, Jawa Timur 60296","https://www.google.com/maps/place/Wisata+Mangrove+Wonorejo+Surabaya/@-7.3087462,112.689937,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f10aad43d47f:0x3765482949c1cf6d!8m2!3d-7.3087462!4d112.8217729!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQ9lY29sb2dpY2FsX3BhcmvgAQA?hl=id"
Villa Taman Telaga 1 Park and Basketball Court,Taman,4.3,Jawa Timur,Surabaya,Lakarsantri,"Jl. Telaga Golf Road No.39, Lidah Kulon, Lakarsantri, Surabaya City, East Java 60213","https://www.google.com/maps/place/Villa+Taman+Telaga+1+Park+and+Basketball+Court/@-7.2503354,112.5298896,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fd1c3d8f9ee3:0x3dbf26c0c065e043!8m2!3d-7.2957001!4d112.6536502!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQpwbGF5Z3JvdW5k4AEA?hl=id"
Park & Ride Mayjend Sungkono (Dinas Perhubungan Kota Surabaya),Taman,4.5,Jawa Timur,Surabaya,Dukuhpakis,"Jl. Mayjen Sungkono No.122, Gn. Sari, Kec. Dukuhpakis, Kota SBY, Jawa Timur 60224","https://www.google.com/maps/place/Park+%26+Ride+Mayjend+Sungkono+(Dinas+Perhubungan+Kota+Surabaya)/@-7.2503354,112.5298896,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fb8aaad17839:0x6edb05b662a5a4c8!8m2!3d-7.2907368!4d112.7149901!15sChJwYXJrIG5lYXIgc3VyYWJheWFaFCIScGFyayBuZWFyIHN1cmFiYXlhkgEUcHVibGljX3Bhcmtpbmdfc3BhY2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTTBha3BQYVhsM1JSQULgAQA?hl=id"
Taman Gantung Tunjungan Surabaya,Taman,4.5,Jawa Timur,Surabaya,Genteng,"Jl. Tunjungan No.3-9, Genteng, Kec. Genteng, Kota SBY, Jawa Timur 60275","https://www.google.com/maps/place/Taman+Gantung+Tunjungan+Surabaya/@-7.2503354,112.5298896,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f942b589b0dd:0x6ae866db0b415b93!8m2!3d-7.2568213!4d112.7375173!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQZnYXJkZW7gAQA?hl=id"
Monumen Perjuangan Polisi Republik Indonesia,Taman,4.5,Jawa Timur,Surabaya,Tegalsari,"PP9R+M9F, Jl. Polisi Istimewa, Keputran, Kec. Tegalsari, Kota SBY, Jawa Timur 60265","https://www.google.com/maps/place/Monumen+Perjuangan+Polisi+Republik+Indonesia/@-7.2503354,112.5298896,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fbc115555555:0xbf387c85735b1324!8m2!3d-7.2808224!4d112.7409251!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQljaXR5X3BhcmvgAQA?hl=id"
Danau Food Juction,Taman,4.3,Jawa Timur,Surabaya,Tandes,"PMX6+VM9, Unnamed Road, Banjar Sugihan, Kec. Tandes, Kota SBY, Jawa Timur 60185","https://www.google.com/maps/place/Danau+Food+Juction/@-7.2503354,112.5298896,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7ff1ff78ddefb:0x27cb58ac6dbe610b!8m2!3d-7.2503354!4d112.6617255!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Ban Ban SRD,Taman,5.0,Jawa Timur,Surabaya,Lakarsantri,"MMX9+7QQ, Gg. VII Utara, Lidah Wetan, Kec. Lakarsantri, Kota SBY, Jawa Timur 60213","https://www.google.com/maps/place/Ban+Ban+SRD/@-7.3064796,112.5798585,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fd65a013cea1:0x3a302064fa81b16!8m2!3d-7.3017996!4d112.6694999!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Pakuwon,Taman,4.2,Jawa Timur,Surabaya,Lakarsantri,"PM59+4GH, Lidah Wetan, Kec. Lakarsantri, Kota SBY, Jawa Timur 60216","https://www.google.com/maps/place/Taman+Pakuwon/@-7.3064796,112.5798585,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fc4abf86d06b:0x2aec024551c1d8ff!8m2!3d-7.2921856!4d112.6688692!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
AKALPA art,Taman,4.4,Jawa Timur,Surabaya,Dukuhpakis,"Jl. Golf 1 Surabaya No.1, Gn. Sari, Kec. Dukuhpakis, Kota SBY, Jawa Timur 60224","https://www.google.com/maps/place/AKALPA+art/@-7.3064796,112.5798585,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fc7effdcdb5d:0x19aada8becc0c058!8m2!3d-7.3064796!4d112.7116944!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman M. Duryat,Taman,4.6,Jawa Timur,Surabaya,Tegalsari,"Jl. Kombes Pol. Moh. Duryat No.31-33, Tegalsari, Kec. Tegalsari, Kota SBY, Jawa Timur 60262","https://www.google.com/maps/place/Taman+M.+Duryat/@-7.2516189,112.6691335,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fbe072a25673:0x528db17315bd3586!8m2!3d-7.2684728!4d112.7383377!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Atlantis Land,Taman,4.4,Jawa Timur,Surabaya,Bulak,"Jl. Sukolilo No.100, Sukolilo Baru, Kec. Bulak, Kota SBY, Jawa Timur 60122","https://www.google.com/maps/place/Atlantis+Land/@-7.2516189,112.6691335,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f9c325b22d9d:0x8699df8a60e7c5a2!8m2!3d-7.2516189!4d112.8009694!15sChJwYXJrIG5lYXIgc3VyYWJheWFaFCIScGFyayBuZWFyIHN1cmFiYXlhkgERcmVjcmVhdGlvbl9jZW50ZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXlNMHA1Tm5SM1JSQULgAQA?hl=id"
parkir taman surya,Taman,4.5,Jawa Timur,Surabaya,Genteng,"Jl. Sedap Malam No.2, Ketabang, Kec. Genteng, Kota SBY, Jawa Timur 60272","https://www.google.com/maps/place/parkir+taman+surya/@-7.335342,112.5828365,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f96466535d75:0xb96693a19902b4f2!8m2!3d-7.2605386!4d112.7474021!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Angsa,Taman,4.6,Jawa Timur,Surabaya,Lakarsantri,"PM59+4PX, Jl. Pakuwon Indah Lontar Tim., Lidah Wetan, Kec. Lakarsantri, Kota SBY, Jawa Timur 60213","https://www.google.com/maps/place/Taman+Angsa/@-7.335342,112.5828365,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fc4c9027e23f:0xe0a548aae9a5a27a!8m2!3d-7.2921284!4d112.6693617!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Masjid Edu Park,Taman,4.3,Jawa Timur,Surabaya,Jambangan,"Jl. MAS Utara No.1, Pagesangan, Jambangan, Surabaya City, East Java 60233","https://www.google.com/maps/place/Masjid+Edu+Park/@-7.335342,112.5828365,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fd3750a16963:0xcc37896da426ca9!8m2!3d-7.335342!4d112.7146724!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Bundaran Air Mancur Pemuda,Taman,4.5,Jawa Timur,Surabaya,Genteng,"PPPW+676, Jl. Pemuda, Ketabang, Kec. Genteng, Kota SBY, Jawa Timur 60272","https://www.google.com/maps/place/Bundaran+Air+Mancur+Pemuda/@-7.25324,112.6708829,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f9622dbbf311:0xc1a4cab509660fe4!8m2!3d-7.2644559!4d112.7456333!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Bermain San Diego,Taman,4.0,Jawa Timur,Surabaya,Mulyorejo,"PRJ4+HM4, Kalisari, Kec. Mulyorejo, Kota SBY, Jawa Timur 60112","https://www.google.com/maps/place/Taman+Bermain+San+Diego/@-7.25324,112.6708829,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fa06cd3753f5:0x238bef75c7e022f9!8m2!3d-7.2686125!4d112.8067119!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Sejarah,Taman,4.5,Jawa Timur,Surabaya,Krembangan,"Jl. Taman Jayengrono No.2-4, Krembangan Sel., Kec. Krembangan, Kota SBY, Jawa Timur 60175","https://www.google.com/maps/place/Taman+Sejarah/@-7.25324,112.6708829,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f92218534b13:0x8f19b844ebcac285!8m2!3d-7.2360944!4d112.7378476!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Atlantis Land Kenjeran,Taman,4.3,Jawa Timur,Surabaya,Bulak,"Sukolilo Baru, Kec. Bulak, Kota SBY, Jawa Timur 60122","https://www.google.com/maps/place/Atlantis+Land+Kenjeran/@-7.25324,112.6708829,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f9e4ced47e0d:0xe5fc2a04c76c6c97!8m2!3d-7.25324!4d112.8027188!15sChJwYXJrIG5lYXIgc3VyYWJheWFaFCIScGFyayBuZWFyIHN1cmFiYXlhkgEKd2F0ZXJfcGFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNMGNuVkVhSGQzUlJBQuABAA?hl=id"
Queen Victoria Garden & Pool,Taman,4.3,Jawa Timur,Surabaya,Sambikerep,"PM59+V6J, Lontar, Kec. Sambikerep, Kota SBY, Jawa Timur 60216","https://www.google.com/maps/place/Queen+Victoria+Garden+%26+Pool/@-7.3084204,112.5773449,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fc354e3dd90f:0x639e2de375fe1a12!8m2!3d-7.2902953!4d112.6680132!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Rakyat,Taman,4.2,Jawa Timur,Surabaya,Sawahan,"Jl. Kupang Gn. Tim. I No.32, Putat Jaya, Kec. Sawahan, Kota SBY, Jawa Timur 60255","https://www.google.com/maps/place/Taman+Rakyat/@-7.3084204,112.5773449,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fbf132cad9a9:0x2a171947bd3036f8!8m2!3d-7.2813495!4d112.721175!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Monumen Sungkono,Taman,3.3,Jawa Timur,Surabaya,Dukuhpakis,"PP64+JQC, Dukuh Pakis, Kec. Dukuhpakis, Kota SBY, Jawa Timur 60225","https://www.google.com/maps/place/Taman+Monumen+Sungkono/@-7.3084204,112.5773449,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fc0cd04e8a07:0x95cdde9962cdeea7!8m2!3d-7.2884419!4d112.7068909!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQljaXR5X3BhcmvgAQA?hl=id"
Tugu Pahlawan,Taman,4.8,Jawa Timur,Surabaya,Bubutan,"QP3Q+F4G, Jl. Pangeran Limboro, Alun-alun Contong, Kec. Bubutan, Kota SBY, Jawa Timur 60174","https://www.google.com/maps/place/Tugu+Pahlawan/@-7.3084204,112.5773449,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f93220ff8eb9:0x27c3aed41c24af72!8m2!3d-7.2463013!4d112.7378244!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQljaXR5X3BhcmvgAQA?hl=id"
Taman Paliatif,Taman,4.4,Jawa Timur,Surabaya,Tambaksari,"PQV3+RC2, Jl. Kesumba, Tambaksari, Kec. Tambaksari, Kota SBY, Jawa Timur 60136","https://www.google.com/maps/place/Taman+Paliatif/@-7.3084204,112.5773449,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f9706463fa91:0xee85832b33ee4e5d!8m2!3d-7.255478!4d112.7535054!15sChJwYXJrIG5lYXIgc3VyYWJheWFaFCIScGFyayBuZWFyIHN1cmFiYXlhkgEEcGFya-ABAA?hl=id"
Taman Buah Undaan,Taman,4.4,Jawa Timur,Surabaya,Genteng,"Jl. Undaan Kulon No.7, Peneleh, Kec. Genteng, Kota SBY, Jawa Timur 60274","https://www.google.com/maps/place/Taman+Buah+Undaan/@-7.3084204,112.5773449,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f968ebee6195:0xfcccf4b68a659912!8m2!3d-7.2546526!4d112.7427388!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQljaXR5X3BhcmvgAQA?hl=id"
Grand Palais Fountain Garden,Taman,4.7,Jawa Timur,Surabaya,Lakarsantri,"Unnamed Road, Lidah Wetan, Lakarsantri, Surabaya City, East Java 60213","https://www.google.com/maps/place/Grand+Palais+Fountain+Garden/@-7.3084204,112.5773449,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fdb7989b9e93:0xcca029be49da428d!8m2!3d-7.3130345!4d112.6635654!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Patung Suro Boyo Skate & BMX Park,Taman,4.6,Jawa Timur,Surabaya,Genteng,"Jl. Gubeng Pojok No.410, Ketabang, Kec. Genteng, Kota SBY, Jawa Timur 60271","https://www.google.com/maps/place/Patung+Suro+Boyo+Skate+%26+BMX+Park/@-7.2892404,112.6809134,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f963288689e5:0x193aa102acba9766!8m2!3d-7.263974!4d112.7502475!15sChJwYXJrIG5lYXIgc3VyYWJheWFaFCIScGFyayBuZWFyIHN1cmFiYXlhkgESdG91cmlzdF9hdHRyYWN0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU52YzNWSGRYZFJSUkFC4AEA?hl=id"
TAMAN RT. 04,Taman,4.4,Jawa Timur,Surabaya,Tegalsari,"PPMJ+J7Q, Delta Sari, Wonorejo, Kec. Tegalsari, Kota SBY, Jawa Timur 60263","https://www.google.com/maps/place/TAMAN+RT.+04/@-7.2891998,112.5238824,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f958f197056b:0xea6cce550f2cfb99!8m2!3d-7.265905!4d112.730724!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Peneleh,Taman,5.0,Jawa Timur,Surabaya,Genteng,"Jl. Genteng Kali No.93-95, Genteng, Kec. Genteng, Kota SBY, Jawa Timur 60275","https://www.google.com/maps/place/Taman+Peneleh/@-7.2891998,112.5238824,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f942a1f01961:0xff9fad5b515c18a!8m2!3d-7.2558435!4d112.7387203!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Gwalk,Taman,4.5,Jawa Timur,Surabaya,Sambikerep,"Jl. Taman Gapura No.1, Lontar, Kec. Sambikerep, Kota SBY, Jawa Timur 60216","https://www.google.com/maps/place/Taman+Gwalk/@-7.2891998,112.5238824,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fdc62b59ca3b:0xd3609dcdbe4a03f2!8m2!3d-7.2891998!4d112.6557183!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Nirwana Hidden Gems Park,Taman,5.0,Jawa Timur,Surabaya,Rungkut,"MQJW+C97, Jl. Wonorejo Permai Timur IX, Wonorejo, Kec. Rungkut, Kota SBY, Jawa Timur 60296","https://www.google.com/maps/place/Nirwana+Hidden+Gems+Park/@-7.2477963,112.6679876,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fb96b7bc5681:0x55510cc98e034055!8m2!3d-7.3189669!4d112.7959305!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQZnYXJkZW7gAQA?hl=id"
Taman Bermain Lesti,Taman,4.4,Jawa Timur,Surabaya,Wonokromo,"PP5J+J2Q, Jl. Lesti, Darmo, Kec. Wonokromo, Kota SBY, Jawa Timur 60241","https://www.google.com/maps/place/Taman+Bermain+Lesti/@-7.2477963,112.6679876,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fb93b2b3022f:0x59769444f4efbc85!8m2!3d-7.2909104!4d112.7301198!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQ5hbXVzZW1lbnRfcGFya-ABAA?hl=id"
Waterpark Kenjeran,Taman,4.1,Jawa Timur,Surabaya,Bulak,"QQ2X+VWP, Jl. Pantai Ria Kenjeran, Sukolilo Baru, Kec. Bulak, Kota SBY, Jawa Timur 60122","https://www.google.com/maps/place/Waterpark+Kenjeran/@-7.2477963,112.6679876,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f9e61a20291d:0xbca24da19379cb19!8m2!3d-7.2477963!4d112.7998235!15sChJwYXJrIG5lYXIgc3VyYWJheWFaFCIScGFyayBuZWFyIHN1cmFiYXlhkgENc3dpbW1pbmdfcG9vbJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRd05FMXhhbmhuUlJBQuABAA?hl=id"
Taman Pakal,Taman,4.3,Jawa Timur,Surabaya,Pakal,"no, Jl. Raya Babat Jerawat No.1A, Babat Jerawat, Kec. Pakal, Kota SBY, Jawa Timur 60197","https://www.google.com/maps/place/Taman+Pakal/@-7.2420068,112.4979325,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fe2f8c4855b9:0x48ebc04897b7037f!8m2!3d-7.2420068!4d112.6297684!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Kayoon,Taman,4.8,Jawa Timur,Surabaya,Gubeng,"Jl. Karimun Jawa No.2, Gubeng, Kec. Gubeng, Kota SBY, Jawa Timur 60281","https://www.google.com/maps/place/Taman+Kayoon/@-7.2725129,112.6640204,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fbdbf7f34015:0x940ca252e68f57e9!8m2!3d-7.2724756!4d112.7450944!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
O2 Park Surabaya,Taman,4.5,Jawa Timur,Surabaya,Mulyorejo,"Jl. Raya Mulyosari No.366 A, Mulyorejo, Kec. Mulyorejo, Kota SBY, Jawa Timur 60115","https://www.google.com/maps/place/O2+Park+Surabaya/@-7.2725129,112.6640204,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fb6284295df5:0xb74b283816d007a2!8m2!3d-7.2725129!4d112.7958563!15sChJwYXJrIG5lYXIgc3VyYWJheWFaFCIScGFyayBuZWFyIHN1cmFiYXlhkgENd2VkZGluZ192ZW51ZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOemNVOTVMWHBSUlJBQuABAA?hl=id"
Taman Babatan Akbar A4,Taman,5.0,Jawa Timur,Surabaya,Wiyung,"Babatan, Kec. Wiyung, Kota SBY, Jawa Timur 60227","https://www.google.com/maps/place/Taman+Babatan+Akbar+A4/@-7.2981561,112.5169539,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fd12020529fd:0xc370169ba65a6e84!8m2!3d-7.3119292!4d112.6827168!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Danau Citraland,Taman,4.8,Jawa Timur,Surabaya,Lakarsantri,"PJ2X+PGM, Telaga Utama Road, Jeruk, Kec. Lakarsantri, Kota SBY, Jawa Timur 60212","https://www.google.com/maps/place/Danau+Citraland/@-7.2981561,112.5169539,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fd307268fe3d:0x95be97baa3828c0f!8m2!3d-7.2981561!4d112.6487898!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Lanjut Usia,Taman,4.6,Jawa Timur,Surabaya,Gubeng,"Jl. Kalimantan No.12, Gubeng, Kec. Gubeng, Kota SBY, Jawa Timur 60281","https://www.google.com/maps/place/Taman+Lanjut+Usia/@-7.2414078,112.6166724,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fbd9f676d85f:0x94fc8c5663157ed7!8m2!3d-7.271015!4d112.7500365!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Jogging Track TAMAN BUNGKUL,Taman,4.8,Jawa Timur,Surabaya,Wonokromo,"PP5Q+GRG, Darmo, Kec. Wonokromo, Kota SBY, Jawa Timur 60241","https://www.google.com/maps/place/Jogging+Track+TAMAN+BUNGKUL/@-7.2414078,112.6166724,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fbb4dee15703:0x6f6269906360cd47!8m2!3d-7.2911902!4d112.7395642!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
TAMAN SURYA,Taman,4.9,Jawa Timur,Surabaya,Genteng,"PPQX+G4G, Jl. Taman Surya, Ketabang, Kec. Genteng, Kota SBY, Jawa Timur 60272","https://www.google.com/maps/place/TAMAN+SURYA/@-7.2414078,112.6166724,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f92df3b563db:0x1b4e0c7350f21299!8m2!3d-7.2611977!4d112.7478421!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Teratai Surabaya,Taman,4.4,Jawa Timur,Surabaya,Tambaksari,"Jl. Teratai No.4, Tambaksari, Kec. Tambaksari, Kota SBY, Jawa Timur 60136","https://www.google.com/maps/place/Taman+Teratai+Surabaya/@-7.2414078,112.6166724,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f970be51b73b:0x12e494e676c51fbe!8m2!3d-7.2550995!4d112.7555813!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Gembong park,Taman,3.4,Jawa Timur,Surabaya,Simokerto,"Jl. Gembong Sayuran No.10, Kapasan, Kec. Simokerto, Kota SBY, Jawa Timur 60141","https://www.google.com/maps/place/Gembong+park/@-7.2414078,112.6166724,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7f91187706487:0x877e897c8eb5d9c2!8m2!3d-7.2414078!4d112.7485083!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
De Palmaera Park & Playground,Taman,4.3,Jawa Timur,Surabaya,Benowo,"QJ7P+7RG, Jl. Palem Sememi Tim. III, Sememi, Kec. Benowo, Kota SBY, Jawa Timur 60198","https://www.google.com/maps/place/De+Palmaera+Park+%26+Playground/@-7.2368031,112.5052287,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fe33fb393863:0x76134c98cb423857!8m2!3d-7.2368031!4d112.6370646!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
Taman Bermain Paga IV,Taman,4.0,Jawa Timur,Surabaya,Gn. Anyar,"Jl. Pesona Alam Gn. Anyar II No.35, Gn. Anyar, Kec. Gn. Anyar, Kota SBY, Jawa Timur 60294","https://www.google.com/maps/place/Taman+Bermain+Paga+IV/@-7.3438658,112.6614456,12z/data=!4m10!1m3!2m2!1spark+near+surabaya!6e1!3m5!1s0x2dd7fab35b62cd17:0xbf1c5d78d7678ff2!8m2!3d-7.3438658!4d112.7932815!15sChJwYXJrIG5lYXIgc3VyYWJheWGSAQRwYXJr4AEA?hl=id"
