nama,kategori,rating,provinsi,kota,kecamatan,alamat,link
KMB mojokerto,Taman,3.3,Jawa Timur,Mojokerto,Dlanggu,"CFQ7+382, Kauman, Jrambe, Kec. Dlanggu, Kabupaten Mojokerto, Jawa Timur 61371","https://www.google.com/maps/place/KMB+mojokerto/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7873ff660324fd:0x913bac16b8224bff!8m2!3d-7.5623608!4d112.4632752!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEQY29tbXVuaXR5X2dhcmRlbuABAA?hl=id"
Nuansa group,Taman,4.0,Jawa Timur,Mojokerto,Jetis,"HCVH+8C9, Jalan Raya, Kupang, Jetis, Mojokerto Regency, East Java 61352","https://www.google.com/maps/place/Nuansa+group/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7811d57bd625c9:0x383d27bea0712db8!8m2!3d-7.4067123!4d112.428619!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
wisata jeruk AA,Taman,4.5,Jawa Timur,Mojokerto,Sooko,"GC6J+XQ4, Mergelo, Sooko, Kec. Sooko, Kabupaten Mojokerto, Jawa Timur 61361","https://www.google.com/maps/place/wisata+jeruk+AA/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d7fab000001:0xb23f25d50f203a67!8m2!3d-7.4876106!4d112.4319403!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Taman kota,Taman,5.0,Jawa Timur,Mojokerto,Magersari,"GCPJ+JPC, Alun-Alun Mojokerto, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61324","https://www.google.com/maps/place/Taman+kota/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780de19c02d125:0xc7b8f46316474c87!8m2!3d-7.4634303!4d112.4317541!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEGZ2FyZGVu4AEA?hl=id"
WPAP (WELIRANG PENANGGUNGAN ADVENTURE PARK ),Taman,4.3,Jawa Timur,Mojokerto,Trawas,"Dsn, Kemloko, Trawas, Kec. Trawas, Kabupaten Mojokerto, Jawa Timur 61375","https://www.google.com/maps/place/WPAP+(WELIRANG+PENANGGUNGAN+ADVENTURE+PARK+)/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e78777380e201c7:0x1c353c0a3129f207!8m2!3d-7.6789135!4d112.5825011!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgESdG91cmlzdF9hdHRyYWN0aW9u4AEA?hl=id"
Taman Vertikal,Taman,3.0,Jawa Timur,Mojokerto,Magersari,"GC9Q+5W9, Jl. Pahlawan, Gatul, Balongsari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61363","https://www.google.com/maps/place/Taman+Vertikal/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d832117f83d:0x54c1aca447c10706!8m2!3d-7.4820887!4d112.4398538!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEJY2l0eV9wYXJr4AEA?hl=id"
MARKAS ALAY,Taman,4.4,Jawa Timur,Mojokerto,Sooko,"Unnamed Road, Dusun Genukwatu, Tangkil, Modongan, Kec. Sooko, Kabupaten Mojokerto, Jawa Timur 61361","https://www.google.com/maps/place/MARKAS+ALAY/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e78135f02775581:0x349a1d247fd69b2f!8m2!3d-7.5085552!4d112.4045749!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SAQRwYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU41YzNSNlNUTm5SUkFC4AEA?hl=id"
Benteng Taman,Taman,4.4,Jawa Timur,Mojokerto,Magersari,"GCHW+74F, Jl. Benteng Pancasila, Mergelo, Meri, Kec. Magersari, Kota Mojokerto, Jawa Timur 61315","https://www.google.com/maps/place/Benteng+Taman/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d6c91842c5d:0x82de15ca0c532f5e!8m2!3d-7.4718135!4d112.4452853!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SAQNneW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTXlNV0pwUlZWbkVBReABAA?hl=id"
Singo Wangi,Taman,4.0,Jawa Timur,Mojokerto,Kutorejo,"FG6Q+9X9, Singo Wangi, Jalan Raya Mojokerto-Mojosari, Singowangi, Kec. Kutorejo, Kabupaten Mojokerto, Jawa Timur 61383","https://www.google.com/maps/place/Singo+Wangi/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7874bf8e8420d1:0xaef902c90d94041b!8m2!3d-7.5390886!4d112.5399735!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Taman Anti Narkoba,Taman,4.2,Jawa Timur,Mojokerto,Magersari,"GCQV+HQ2, Mergelo, Wates, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318","https://www.google.com/maps/place/Taman+Anti+Narkoba/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780dec522c1745:0x9e8135f4d9201077!8m2!3d-7.4611058!4d112.4443918!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SAQljaXR5X3BhcmuaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTk5PV1YxTjFKbkVBReABAA?hl=id"
TAMAN HAYAM WURUK DEPAN RUMAH DINAS WALIKOTA,Taman,5.0,Jawa Timur,Mojokerto,Magersari,"Jl. Hayam Wuruk No.50, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318","https://www.google.com/maps/place/TAMAN+HAYAM+WURUK+DEPAN+RUMAH+DINAS+WALIKOTA/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d3865e62b47:0x8536bacf02ec6c2c!8m2!3d-7.459895!4d112.435573!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
LAPANGAN PRAJURIT KULON,Taman,4.5,Jawa Timur,Mojokerto,Prajurit Kulon,"GCFF+9Q7, Mergelo, Prajurit Kulon, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61326","https://www.google.com/maps/place/LAPANGAN+PRAJURIT+KULON/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e781365e34c9b47:0x63113db4865b79a8!8m2!3d-7.4765873!4d112.4244105!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Ubalan Water Park,Taman,4.4,Jawa Timur,Mojokerto,Pacet,"Made, Pacet, Kec. Pacet, Kabupaten Mojokerto, Jawa Timur 61374","https://www.google.com/maps/place/Ubalan+Water+Park/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e787744d4e2db23:0x47f6d6109541fbab!8m2!3d-7.6717978!4d112.5396045!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SARJ0b3VyaXN0X2F0dHJhY3Rpb26aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXlOVFF0WHpSM1JSQULgAQA?hl=id"
TAMAN PERUM RAYA IJEN,Taman,3.2,Jawa Timur,Mojokerto,Magersari,"GFW2+RHC, Mergelo, Wates, Kec. Magersari, Kota Mojokerto, Jawa Timur 61317","https://www.google.com/maps/place/TAMAN+PERUM+RAYA+IJEN/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d4805f6e079:0xde8ee81ad617a715!8m2!3d-7.4529336!4d112.4513805!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
TAMAN LINGKUNGAN HIDUP,Taman,4.0,Jawa Timur,Mojokerto,Mojosari,"FHC6+878, Jl. Diponegoro, Meduran, Adisono, Kec. Mojosari, Kabupaten Mojokerto, Jawa Timur 61382","https://www.google.com/maps/place/TAMAN+LINGKUNGAN+HIDUP/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7874daa94e6363:0x6b42087a95bcdea6!8m2!3d-7.5292239!4d112.5606979!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEGZ2FyZGVu4AEA?hl=id"
TAMAN DEPAN KEJAKSAAN,Taman,3.0,Jawa Timur,Mojokerto,Magersari,"GF82+883, Mergelo, Meri, Kec. Magersari, Kota Mojokerto, Jawa Timur 61315","https://www.google.com/maps/place/TAMAN+DEPAN+KEJAKSAAN/@-7.4842309,112.1871384,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d40f33903ef:0x8d289bf85be5e667!8m2!3d-7.4842309!4d112.4508103!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Adventure Park baru,Taman,4.1,Jawa Timur,Mojokerto,Kemlagi,"kemlagi, Jalan, Kec. Kemlagi, Kabupaten Mojokerto, Jawa Timur 61353","https://www.google.com/maps/place/Adventure+Park+baru/@-7.6764662,112.2951324,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7877649dffc1f7:0xb22471af3ff3d46!8m2!3d-7.6764662!4d112.5588043!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SARNrYXNobWlyaV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU56TFRsaWIxbDNFQUXgAQA?hl=id"
Kedung Pring jampirogo Sooko mojokerto,Taman,2.0,Jawa Timur,Mojokerto,Sooko,"FCMC+8X4, Kedungpring, Jampirogo, Kec. Sooko, Kabupaten Mojokerto, Jawa Timur","https://www.google.com/maps/place/Kedung+Pring+jampirogo+Sooko+mojokerto/@-7.4662825,112.1616534,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7813bc6b512831:0x63d7541369751807!8m2!3d-7.5167479!4d112.4224409!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEGZ2FyZGVu4AEA?hl=id"
Taman Lingkungan Hidup Mojopahit,Taman,4.6,Jawa Timur,Mojokerto,Prajurit Kulon,"Jalan Riyanto No. 29, Prajurit Kulon, Mergelo, Mentikan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61326","https://www.google.com/maps/place/Taman+Lingkungan+Hidup+Mojopahit/@-7.4662825,112.1616534,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e781274c49f526f:0x874c8e8bbc5584b2!8m2!3d-7.4662825!4d112.4253253!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Kendhi Pitoe Park,Taman,4.6,Jawa Timur,Mojokerto,Trawas,"8HWW+22, Kali Jaten, Selotapak, Kec. Trawas, Kabupaten Mojokerto, Jawa Timur","https://www.google.com/maps/place/Kendhi+Pitoe+Park/@-7.654944,112.3314473,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7877d8aa67cdcb:0x1158730d8460073f!8m2!3d-7.654944!4d112.5951192!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SARJ0b3VyaXN0X2F0dHJhY3Rpb26aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxlR0ZYTFc5M1JSQULgAQA?hl=id"
TAMAN INDRA,Taman,5.0,Jawa Timur,Mojokerto,Prajurit Kulon,"GCPJ+CG5, Jl. Kradenan Gg. 2, Mergelo, Kauman, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61324","https://www.google.com/maps/place/TAMAN+INDRA/@-7.5551778,112.1115363,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d9337991271:0xfb74f57a05d86596!8m2!3d-7.4639772!4d112.4313646!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
TAMAN UKS SURODINAWAN,Taman,5.0,Jawa Timur,Mojokerto,Prajurit Kulon,"Jl. Surodinawan No.149, Mergelo, Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61328","https://www.google.com/maps/place/TAMAN+UKS+SURODINAWAN/@-7.5551778,112.1115363,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7813cd0f150d81:0xdc510c8c41ebaa3c!8m2!3d-7.4893597!4d112.4214205!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Empu gandring sunset spot,Taman,3.0,Jawa Timur,Mojokerto,Magersari,"GFQ3+6HQ, Jl. Empugandring, Mergelo, Kedundung, Kec. Magersari, Kota Mojokerto, Jawa Timur 61316","https://www.google.com/maps/place/Empu+gandring+sunset+spot/@-7.5551778,112.1115363,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d3b9404018f:0x40a9e6fdf62a7ea4!8m2!3d-7.461912!4d112.4539713!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
TAMAN TONGKAT,Taman,3.0,Jawa Timur,Mojokerto,Magersari,"Jl. KH Mas Mansyur No.12-8, Mergelo, Gedongan, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318","https://www.google.com/maps/place/TAMAN+TONGKAT/@-7.5551778,112.1115363,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d6a1eba7901:0x9c6f10e5158901b6!8m2!3d-7.4614677!4d112.4356028!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Terminal Wood Mojokerto,Taman,3.8,Jawa Timur,Mojokerto,Trowulan,"No., Jl. Raya Trowulan No.60, Tegalor, Trowulan, Kec. Trowulan, Kabupaten Mojokerto, Jawa Timur 61362","https://www.google.com/maps/place/Terminal+Wood+Mojokerto/@-7.5551778,112.1115363,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e786ce40b99b019:0x38d6b8d1d7d02408!8m2!3d-7.5551778!4d112.3752082!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Leminggir Garden Park longstorage,Taman,3.7,Jawa Timur,Mojokerto,Mojosari,"GGHJ+MFR, Turi, Leminggir, Kec. Mojosari, Kabupaten Mojokerto, Jawa Timur 61382","https://www.google.com/maps/place/Leminggir+Garden+Park+longstorage/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780b7984462b07:0x6833cbf1d0704d8d!8m2!3d-7.4707185!4d112.5311723!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEGZ2FyZGVu4AEA?hl=id"
TAMAN BRAWIJAYA MAKOREM,Taman,3.0,Jawa Timur,Mojokerto,Prajurit Kulon,"Jl. Brawijaya No.1, Mergelo, Kauman, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61324","https://www.google.com/maps/place/TAMAN+BRAWIJAYA+MAKOREM/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d3d3cfa3403:0x250f6bf8c8f826dc!8m2!3d-7.4610982!4d112.4314992!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SAQRwYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJ0TjNSaVZIZDNSUkFC4AEA?hl=id"
Car Free Day Benteng Mojokerto,Taman,4.0,Jawa Timur,Mojokerto,Magersari,"GCHV+575, Jl. Benteng Pancasila, Mergelo, Balongsari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61314","https://www.google.com/maps/place/Car+Free+Day+Benteng+Mojokerto/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d2760088fb5:0x7e8e797d132bc45b!8m2!3d-7.4721222!4d112.4432335!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEJY2l0eV9wYXJr4AEA?hl=id"
TAMAN MEDIAN JALAN IRIAN JAYA,Taman,5.0,Jawa Timur,Mojokerto,Prajurit Kulon,"GC8P+62C, Jl. Irian Jaya, Mergelo, Kranggan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61321","https://www.google.com/maps/place/TAMAN+MEDIAN+JALAN+IRIAN+JAYA/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d94e91bb1e3:0x3e130eeb4fa75f1c!8m2!3d-7.4844326!4d112.4350054!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
TAMAN BRAWIJAYA PULO,Taman,5.0,Jawa Timur,Mojokerto,Prajurit Kulon,"GCQH+4G6, Mergelo, Kauman, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61325","https://www.google.com/maps/place/TAMAN+BRAWIJAYA+PULO/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e781358861b1fe1:0xda215f354d64c77d!8m2!3d-7.462223!4d112.4287555!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
TAMAN HAYAM WURUK,Taman,4.2,Jawa Timur,Mojokerto,Magersari,"Jl. Hayam Wuruk No.82-76, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318","https://www.google.com/maps/place/TAMAN+HAYAM+WURUK/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d3be76b13fb:0x72c121c50097123f!8m2!3d-7.4586354!4d112.4368653!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
TAMAN RUMAH DINAS WALIKOTA,Taman,4.7,Jawa Timur,Mojokerto,Magersari,"GCQP+W4J, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318","https://www.google.com/maps/place/TAMAN+RUMAH+DINAS+WALIKOTA/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d3a44ba6581:0x9b3e24a3a82c6d6!8m2!3d-7.4601522!4d112.4352576!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SAQRwYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU10YlV4UU9VNUJFQUXgAQA?hl=id"
Kedungudi Sky Park Hill,Taman,4.5,Jawa Timur,Mojokerto,Trawas,"9HCV+998, Unnamed Road, Brenjang, Penanggungan, Kec. Trawas, Kabupaten Mojokerto, Jawa Timur 61375","https://www.google.com/maps/place/Kedungudi+Sky+Park+Hill/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e78776ffa3f7c91:0x8120762674044fb6!8m2!3d-7.6290807!4d112.593462!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SARJ0b3VyaXN0X2F0dHJhY3Rpb26aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUXliMDF5Y2xsUkVBReABAA?hl=id"
TAMAN SUROMULANG I,Taman,3.0,Jawa Timur,Mojokerto,Prajurit Kulon,"Jl. Suromulang Tim. II No.28, Mergelo, Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61328","https://www.google.com/maps/place/TAMAN+SUROMULANG+I/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e781383b53e2613:0x660104c8f3553e61!8m2!3d-7.487601!4d112.4185833!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
TAMAN IKAN RENGKIK BYPASS,Taman,4.5,Jawa Timur,Mojokerto,Magersari,"Jl. Empunala No.571-573, Mergelo, Kedundung, Kec. Magersari, Kota Mojokerto, Jawa Timur 61316","https://www.google.com/maps/place/TAMAN+IKAN+RENGKIK+BYPASS/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d356619207f:0xe86dfd039f802129!8m2!3d-7.4627906!4d112.4599607!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SAQRwYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5wTlhCVVpqWlJSUkFC4AEA?hl=id"
Taman RA Basuni,Taman,5.0,Jawa Timur,Mojokerto,Sooko,"GC8G+4XX, Mergelo, Sooko, Kec. Sooko, Kabupaten Mojokerto, Jawa Timur 61361","https://www.google.com/maps/place/Taman+RA+Basuni/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7813272e10a647:0xce41f31136b12278!8m2!3d-7.4846348!4d112.4274955!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
TAMAN JALUR PEMISAH GAJAH MADA,Taman,3.0,Jawa Timur,Mojokerto,Magersari,"Jl. Gajah Mada No.52-38, Mergelo, Gedongan, Kec. Magersari, Kota Mojokerto, Jawa Timur 61319","https://www.google.com/maps/place/TAMAN+JALUR+PEMISAH+GAJAH+MADA/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780d2ec423b867:0xbb09da1817fa7c96!8m2!3d-7.4632744!4d112.4395046!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Taman Semeru,Taman,4.2,Jawa Timur,Mojokerto,Magersari,"Jl. Semeru No.14-8, Mergelo, Wates, Kec. Magersari, Kota Mojokerto, Jawa Timur 61317","https://www.google.com/maps/place/Taman+Semeru/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780de9223a0485:0xa3012d090f1ac6f9!8m2!3d-7.4569141!4d112.4483802!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SAQljaXR5X3BhcmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTnRhRmxwVGpCM1JSQULgAQA?hl=id"
TAMAN KERP EMPUNALA,Taman,5.0,Jawa Timur,Mojokerto,Magersari,"GCMX+86R, Mergelo, Kedundung, Kec. Magersari, Kota Mojokerto, Jawa Timur","https://www.google.com/maps/place/TAMAN+KERP+EMPUNALA/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780dbb6e77a70d:0xdf748ea1ebe10b25!8m2!3d-7.4666407!4d112.4480162!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
Taman Brantas Indah,Taman,4.1,Jawa Timur,Mojokerto,Jetis,"No., Jl. Mager Sari-Ngares Kidul No.14, Lorsari, Mlirip, Kec. Jetis, Kabupaten Mojokerto, Jawa Timur 61352","https://www.google.com/maps/place/Taman+Brantas+Indah/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e780df0f018a6d7:0xbe3932f4c1b9563b!8m2!3d-7.4564148!4d112.4373694!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SAQ5hbXVzZW1lbnRfcGFya5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSTk16bDVkRVozRUFF4AEA?hl=id"
Hutan Kota Mojokerto,Taman,4.1,Jawa Timur,Mojokerto,Prajurit Kulon,"GCM9+298, Jl. Cancer, Mergelo, Pulorejo, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61325","https://www.google.com/maps/place/Hutan+Kota+Mojokerto/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e781272924adebf:0x6d81b457518f4d88!8m2!3d-7.4674616!4d112.4184468!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEKdGhlbWVfcGFya-ABAA?hl=id"
Taman Ghanjaran,Taman,4.6,Jawa Timur,Mojokerto,Trawas,"Jl. Raya Tretes - Trawas No.88, Sukorame, Ketapanrame, Kec. Trawas, Kabupaten Mojokerto, Jawa Timur 61375","https://www.google.com/maps/place/Taman+Ghanjaran/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e787770df02e197:0x1dd4f54105f4061d!8m2!3d-7.6664686!4d112.6047128!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvWhUiE3BhcmsgbmVhciBtb2pva2VydG-SAQRwYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5QYlY5MVdVdEJFQUXgAQA?hl=id"
JOGLO PARK,Taman,3.8,Jawa Timur,Mojokerto,Pacet,"Jalan Pacet No.KM.3, Dusun Randegan, Warugunung, Kec. Pacet, Kabupaten Mojokerto, Jawa Timur 61374","https://www.google.com/maps/place/JOGLO+PARK/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7876d7449b7999:0x41c20f4bee9de512!8m2!3d-7.6389157!4d112.534567!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgENc3dpbW1pbmdfcG9vbOABAA?hl=id"
TAMAN GAZEBO,Taman,3.5,Jawa Timur,Mojokerto,Prajurit Kulon,"GC78+5Q4, Mergelo, Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61328","https://www.google.com/maps/place/TAMAN+GAZEBO/@-7.6238564,112.2690131,11z/data=!4m10!1m3!2m2!1spark+near+mojokerto!6e1!3m5!1s0x2e7813961c923091:0x69d07ee331b03875!8m2!3d-7.4871185!4d112.4169589!15sChNwYXJrIG5lYXIgbW9qb2tlcnRvkgEEcGFya-ABAA?hl=id"
