nama,kategori,rating,provinsi,kota,kecamatan,alamat,link
Artcha Galery Antik,Taman,5.0,Jawa Timur,Sidoarjo,Waru,"perumahan Tropodo indah blok L-16, Tropodo Kulon, Tropodo, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256","https://www.google.com/maps/place/Artcha+Galery+Antik/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e4d9989a5b11:0x390e31fdfd105d8b!8m2!3d-7.3597038!4d112.7590358!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Depos,Taman,4.8,Jawa Timur,Sidoarjo,Buduran,"HP86+H22, Irianjaya, Pagerwojo, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252","https://www.google.com/maps/place/Depos/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e10f99b1fc67:0x2e0a55d67e8d96d9!8m2!3d-7.4336002!4d112.7100332!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Galery win (TEAM DONO),Taman,4.2,Jawa Timur,Sidoarjo,Sidoarjo,"GMVX+VRC, Jalan, Banjarpoh, Banjarbendo, Sidoarjo, Sidoarjo Regency, East Java 61225","https://www.google.com/maps/place/Galery+win+(TEAM+DONO)/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e18d48be2eb5:0x8a6ee9153618340d!8m2!3d-7.4553237!4d112.6995037!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Deltasari Indah R-194,Taman,5.0,Jawa Timur,Sidoarjo,Waru,"Jl. Delta Sari Indah No.R-194, Koreksari, Kureksari, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256","https://www.google.com/maps/place/Deltasari+Indah+R-194/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e56f092c2169:0x7b5d55d10ef3669e!8m2!3d-7.3667385!4d112.737715!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Mkam M Fathoni,Taman,3.0,Jawa Timur,Sidoarjo,Sidoarjo,"GPR4+R7V, Cangkring, Sidokare, Sidoarjo, Sidoarjo Regency, East Java 61271","https://www.google.com/maps/place/Mkam+M+Fathoni/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e1f37600d389:0x7fc7d62760f53258!8m2!3d-7.4579357!4d112.7057411!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Cakrawala Unit 2,Taman,5.0,Jawa Timur,Sidoarjo,Sedati,"JQM6+F6J, Jl. Camar, Payan, Pabean, Kec. Sedati, Kabupaten Sidoarjo, Jawa Timur 61253","https://www.google.com/maps/place/Cakrawala+Unit+2/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e4dfd0f3e7b1:0xa106c8605cb86002!8m2!3d-7.3662756!4d112.7605296!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Citra Harmoni Castle,Taman,4.7,Jawa Timur,Sidoarjo,Taman,"JJ9Q+6HJ, Rotterdam Perumahan Citra Harmoni, Dusun Mijen, Sidodadi, Kec. Taman, Kabupaten Sidoarjo, Jawa Timur 61257","https://www.google.com/maps/place/Citra+Harmoni+Castle/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e3b1aea559fd:0x1196f4d6f1a17a4f!8m2!3d-7.3819217!4d112.6389009!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam9aFyIVbXVzZXVtIGRla2F0IHNpZG9hcmpvkgEGbXVzZXVtmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5wYm5CVFdXVlJFQUXgAQA?hl=en"
Pring Petuk,Taman,5.0,Jawa Timur,Sidoarjo,Buduran,"HQF3+VW4, Unnamed Road, Kepuhsari, Prasung, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252","https://www.google.com/maps/place/Pring+Petuk/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e5b4ab0e3323:0xcf0026c6babfa52c!8m2!3d-7.4253613!4d112.7548246!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Jowo Crab Sidoarjo,Taman,5.0,Jawa Timur,Sidoarjo,Porong,"FP8J+X8P, Buaran, Glagah Arum, Kec. Porong, Kabupaten Sidoarjo, Jawa Timur 61274","https://www.google.com/maps/place/Jowo+Crab+Sidoarjo/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7dd6db883b4c7:0x6ff7b71eaf40b058!8m2!3d-7.5325524!4d112.7308231!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
MBAK ANAH,Taman,4.0,Jawa Timur,Sidoarjo,Sidoarjo,"HM7M+MJC, Sumput, Sidoarjo, Sidoarjo Regency, East Java 61228","https://www.google.com/maps/place/MBAK+ANAH/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e1db440268dd:0x360b5512ddd699d5!8m2!3d-7.4358177!4d112.6840064!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Markas Besar Oelama' (MBO),Taman,5.0,Jawa Timur,Sidoarjo,Waru,"Jl. Brigjen Katamso IA Jl. Brigjen Katamso IA Gg. Satria No.181, Kedungrejo, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256","https://www.google.com/maps/place/Markas+Besar+Oelama'+(MBO)/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e567cfe843bf:0x2594c9f3e9c9a45f!8m2!3d-7.3513801!4d112.7320164!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam9aFyIVbXVzZXVtIGRla2F0IHNpZG9hcmpvkgEGbXVzZXVtmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF3ZWxwMVNVdG5FQUXgAQA?hl=en"
Langgar Waqof Istiqomah,Taman,1.0,Jawa Timur,Sidoarjo,Sidoarjo,"Slautan IIi No.8-17, Rw3, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61213","https://www.google.com/maps/place/Langgar+Waqof+Istiqomah/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e6cb40b22949:0x22fd927aa5627f9d!8m2!3d-7.4536221!4d112.7163601!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Istana lolohan,Taman,5.0,Jawa Timur,Sidoarjo,Buduran,"HPG6+RQ4, Jl. Sukorejo Baru, Sukorejo, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252","https://www.google.com/maps/place/Istana+lolohan/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e342513031df:0x687adbc3b3aec227!8m2!3d-7.4229915!4d112.7119682!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SARFtdXNldW1fb2Zfem9vbG9neeABAA?hl=en"
Museum Penerbangan TNI AL,Taman,4.8,Jawa Timur,Sidoarjo,Sedati,"JQ8J+F23, Jl. Raya Bandara Juanda, Kepuh, Betro, Kec. Sedati, Kabupaten Sidoarjo, Jawa Timur 61253","https://www.google.com/maps/place/Museum+Penerbangan+TNI+AL/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e5f6264f9fb5:0xcc7f683b8ba59275!8m2!3d-7.3838592!4d112.7800615!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Paulina SOESRI ART GALLERY,Taman,4.9,Jawa Timur,Sidoarjo,Sidoarjo,"Bluru Permai J -08 Sidoarjo, Bluru Kidul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61218","https://www.google.com/maps/place/Paulina+SOESRI+ART+GALLERY/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e6c79fee0a75:0xd06b4d5855a8b5cf!8m2!3d-7.4494145!4d112.7314113!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Kampoeng Logam Ngingas,Taman,5.0,Jawa Timur,Sidoarjo,Waru,"Jl. Ngingas Selatan No.10, Ngingas, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256","https://www.google.com/maps/place/Kampoeng+Logam+Ngingas/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e4c8acc2ce6f:0x36dd42654d528c8!8m2!3d-7.3570439!4d112.7450321!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SARdoaXN0b3JpY2FsX3BsYWNlX211c2V1beABAA?hl=en"
Musium Alas trik,Taman,5.0,Jawa Timur,Sidoarjo,Tarik,"Jl. Raya Kedung Bocok No.259, Kedungklinter, Kedungbocok, Kec. Tarik, Kabupaten Sidoarjo, Jawa Timur 61265","https://www.google.com/maps/place/Musium+Alas+trik/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2e780d23d6b247ab:0xca78ed090330f99d!8m2!3d-7.4540596!4d112.4926315!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Tempat Parkir Museum Mpu Tantular,Taman,4.3,Jawa Timur,Sidoarjo,Buduran,"HP89+JXM, Jl. Raya Buduran-Jembatan Layang Sidoarjo, Bedrek, Siwalanpanji, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61219","https://www.google.com/maps/place/Tempat+Parkir+Museum+Mpu+Tantular/@-7.3947732,112.3194616,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e6abe923f005:0xd3865a7ee073fae9!8m2!3d-7.4334215!4d112.7199335!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SARRwdWJsaWNfcGFya2luZ19zcGFjZeABAA?hl=en"
Marine Corps Museum,Taman,4.9,Jawa Timur,Sidoarjo,Gedangan,"JPCH+H68, Jl. Raya Surabaya - Malang, Tengakan, Gedangan, Kec. Gedangan, Kabupaten Sidoarjo, Jawa Timur 61254","https://www.google.com/maps/place/Marine+Corps+Museum/@-7.3947732,112.3194616,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e5ba8ca11c9b:0xb18649d5d547c717!8m2!3d-7.3785962!4d112.7280865!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQthcm15X211c2V1beABAA?hl=en"
Museum Kreweng,Taman,4.5,Jawa Timur,Sidoarjo,Krian,"Jl. Desa Balong Pandan No.354, Terung Wetan, Kec. Krian, Kabupaten Sidoarjo, Jawa Timur 61261","https://www.google.com/maps/place/Museum+Kreweng/@-7.3947732,112.3194616,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e3c16d5108fd:0xefe098721f751400!8m2!3d-7.3948101!4d112.6202404!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
GEDUNG JOANG '45 PANCASILA SIDOARJO,Taman,4.0,Jawa Timur,Sidoarjo,Sidoarjo,"Jl. Ahmad Yani No.10, Rw1, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212","https://www.google.com/maps/place/GEDUNG+JOANG+'45+PANCASILA+SIDOARJO/@-7.4597445,112.5147326,10.81z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e6b57552d3d7:0x46161a3e0468a130!8m2!3d-7.4484484!4d112.7181705!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQ9uYXRpb25hbF9tdXNldW3gAQA?hl=en"
Museum Mpu Tantular,Taman,4.4,Jawa Timur,Sidoarjo,Buduran,"HP89+FX2, Jl. Raya Buduran - Jembatan Layang, Bedrek, Siwalanpanji, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252","https://www.google.com/maps/place/Museum+Mpu+Tantular/@-7.4597445,112.5147326,10.81z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7f963d2d4fb4d:0xfd521173211bad9f!8m2!3d-7.4338593!4d112.7199058!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam9aFyIVbXVzZXVtIGRla2F0IHNpZG9hcmpvkgEGbXVzZXVtmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU0wTlVsRGEwUkJFQUXgAQA?hl=en"
WAYANG BEBER SUNGGING PRABANGKARA,Taman,5.0,Jawa Timur,Mojokerto,Ngoro,"Jl. R.Wijaya 42 Rt 01 Rw01 dusun bangsri, desa, Sumberwaru, Kembangsri, Kec. Ngoro, Kabupaten Mojokerto, Jawa Timur 61385","https://www.google.com/maps/place/WAYANG+BEBER+SUNGGING+PRABANGKARA/@-7.5375394,112.3619779,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2dd7dfd375fdf251:0x1e4ef22dfb3d0d0a!8m2!3d-7.5375413!4d112.625649!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEKYXJ0X211c2V1beABAA?hl=en"
Della Salon,Taman,5.0,Jawa Timur,Mojokerto,Puri,"FFH8+2GH, Kebogerang, Sumbergirang, Kec. Puri, Kabupaten Mojokerto, Jawa Timur 61363","https://www.google.com/maps/place/Della+Salon/@-7.6549716,112.3371202,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e780d35e59dba0d:0xa70844c27dc53fe5!8m2!3d-7.522443!4d112.466373!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEGbXVzZXVt4AEA?hl=en"
Makam Desa Gayam,Taman,3.5,Jawa Timur,Mojokerto,Bangsal,"GG62+QPQ, Rw. 2, Gayam, Kec. Bangsal, Kabupaten Mojokerto, Jawa Timur 61381","https://www.google.com/maps/place/Makam+Desa+Gayam/@-7.533401,112.1338647,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e780dc32ee28b21:0xbefff2bb3d09bd4c!8m2!3d-7.4880424!4d112.501848!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEGbXVzZXVt4AEA?hl=en"
Ex Stasiun Mojosari,Taman,4.0,Jawa Timur,Mojokerto,Mojosari,"Jl. Duku No.9, Rw. IV, Seduri, Kec. Mojosari, Kabupaten Mojokerto, Jawa Timur 61382","https://www.google.com/maps/place/Ex+Stasiun+Mojosari/@-7.533401,112.1338647,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e780b2d9b9ae37d:0xc47ac31a7e60283e!8m2!3d-7.5158671!4d112.5612435!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgELcmFpbF9tdXNldW3gAQA?hl=en"
Balai Dusun Jatisumber - Trowulan,Taman,4.6,Jawa Timur,Mojokerto,Trowulan,"Dusun Jatisumber, RT.04/RW.01, Prayon, Watesumpak, Trowulan, Mojokerto Regency, East Java 61362","https://www.google.com/maps/place/Balai+Dusun+Jatisumber+-+Trowulan/@-7.533401,112.1338647,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e786d316f4b6205:0x4989f3378dd832c6!8m2!3d-7.533401!4d112.3975366!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvWhgiFm11c2V1bSBkZWthdCBtb2pva2VydG-SAQ5saXZlcnlfY29tcGFueZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSWk5YUkVaVmRuRUFF4AEA?hl=en"
Masjid Al Muhajirin,Taman,4.2,Jawa Timur,Mojokerto,Puri,"CCXX+XR3, Ketemas, Ketemasdungus, Kec. Puri, Kabupaten Mojokerto, Jawa Timur 61363","https://www.google.com/maps/place/Masjid+Al+Muhajirin/@-7.6428683,112.338256,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e78729387685785:0xd0aa6743fcf8cd55!8m2!3d-7.5501099!4d112.4495332!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEGbXVzZXVt4AEA?hl=en"
Ubaya Penanggungan Center,Taman,4.5,Jawa Timur,Mojokerto,Trawas,"Ubaya Integrated Outdoor Campus, Jl. Udayana Desa, Brenjang, Tamiajeng, Kec. Trawas, Kabupaten Mojokerto, Jawa Timur 61375","https://www.google.com/maps/place/Ubaya+Penanggungan+Center/@-7.6428683,112.338256,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e7877cbff4d3bbd:0xef80f945e43d4d39!8m2!3d-7.6428683!4d112.6019279!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvWhgiFm11c2V1bSBkZWthdCBtb2pva2VydG-SARpvdXRkb29yX2FjdGl2aXR5X29yZ2FuaXplcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUk16Wm1kVFIzUlJBQuABAA?hl=en"
"Dam ""RAJOENG""",Taman,4.8,Jawa Timur,Mojokerto,Puri,"FCFM+98X, Ngrayung, Brayung, Kec. Puri, Kabupaten Mojokerto, Jawa Timur 61363","https://www.google.com/maps/place/Dam+%22RAJOENG%22/@-7.5521885,112.1187568,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e7873b848db9267:0x7c15ad20b3d548eb!8m2!3d-7.5265086!4d112.4333474!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEGbXVzZXVt4AEA?hl=en"
Tirta Jolotundo,Taman,4.8,Jawa Timur,Mojokerto,Trawas,"9HRW+96F, Biting, Seloliman, Kec. Trawas, Kabupaten Mojokerto, Jawa Timur 61375","https://www.google.com/maps/place/Tirta+Jolotundo/@-7.6090681,112.3318865,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e787733a95e96a5:0xc545aac865d1254a!8m2!3d-7.6090681!4d112.5955584!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEGbXVzZXVt4AEA?hl=en"
Gapura Wringin Lawang Trowulan,Taman,4.7,Jawa Timur,Mojokerto,Trowulan,"Jl. Candi Wringin Lawang No.26, Jatipasar, Kec. Trowulan, Kabupaten Mojokerto, Jawa Timur 61362","https://www.google.com/maps/place/Gapura+Wringin+Lawang+Trowulan/@-7.5419746,112.1273142,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e786d248d04aae1:0xdb530f81df5dd80c!8m2!3d-7.5419746!4d112.3909861!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvWhgiFm11c2V1bSBkZWthdCBtb2pva2VydG-SARNoaXN0b3JpY2FsX2xhbmRtYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF5T1RscWFrNUJFQUXgAQA?hl=en"
KANTOR Kepala Desa Kepuharum,Taman,4.6,Jawa Timur,Mojokerto,Kutorejo,"CGC2+P47, Kepuh Harum, Kepuharum, Kec. Kutorejo, Kabupaten Mojokerto, Jawa Timur 61383","https://www.google.com/maps/place/KANTOR+Kepala+Desa+Kepuharum/@-7.6429884,112.3383477,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e7873be047dcd1d:0xefdcfcc556613e33!8m2!3d-7.5782148!4d112.5002867!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEGbXVzZXVt4AEA?hl=en"
Gedung Informasi Centre Situs Purbakala Gunung Penanggungan,Taman,5.0,Jawa Timur,Mojokerto,Trawas,"9J42+RR2, Tamiajeng, Kec. Trawas, Kabupaten Mojokerto, Jawa Timur 61375","https://www.google.com/maps/place/Gedung+Informasi+Centre+Situs+Purbakala+Gunung+Penanggungan/@-7.6429884,112.3383477,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e7877cc0087c9fb:0xae959522a4157451!8m2!3d-7.6429765!4d112.602002!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEUbG9jYWxfaGlzdG9yeV9tdXNldW3gAQA?hl=en"
Patung Macan,Taman,4.4,Jawa Timur,Mojokerto,Mojosari,"FGFJ+2M7, Jl. A. Yani, Wonokoyo, Sumbertanggul, Kec. Mojosari, Kabupaten Mojokerto, Jawa Timur 61382","https://www.google.com/maps/place/Patung+Macan/@-7.6199061,112.1484717,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e7874aedc8d9b01:0xbea532211e7fa6cc!8m2!3d-7.527455!4d112.5316661!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEGbXVzZXVt4AEA?hl=en"
HR_Art Shop,Taman,3.5,Jawa Timur,Mojokerto,Trowulan,"Gg. IV, Kedungwulan, Bejijong, Kec. Trowulan, Kabupaten Mojokerto, Jawa Timur 61362","https://www.google.com/maps/place/HR_Art+Shop/@-7.6199061,112.1484717,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e7857f79a0a6a53:0xe0e962f841cfbfb6!8m2!3d-7.5533164!4d112.3731632!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgENYXJ0X2hhbmRjcmFmdOABAA?hl=en"
Petilasan JAMONG,Taman,5.0,Jawa Timur,Mojokerto,Jatirejo,"9CJ6+2VJ, Lebak, Lebakjabung, Kec. Jatirejo, Kabupaten Mojokerto, Jawa Timur 61373","https://www.google.com/maps/place/Petilasan+JAMONG/@-7.6199061,112.1484717,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e786f2b4b71908b:0xa1fcc30447c5fa29!8m2!3d-7.6199161!4d112.4121626!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEVYXJjaGFlb2xvZ2ljYWxfbXVzZXVt4AEA?hl=en"
Ex Lespadangan Station,Taman,4.1,Jawa Timur,Mojokerto,Gedek,"Jl. St. Lama No.1, Terusan, Kec. Gedek, Kabupaten Mojokerto, Jawa Timur 61351","https://www.google.com/maps/place/Ex+Lespadangan+Station/@-7.5689199,112.1334875,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e780df700474a01:0x180f40a6268d18ae!8m2!3d-7.4573118!4d112.4322302!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvWhgiFm11c2V1bSBkZWthdCBtb2pva2VydG-SAQtyYWlsX211c2V1bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOVlowdE1iRVJCRUFF4AEA?hl=en"
Balai Pelestarian Cagar Budaya,Taman,4.7,Jawa Timur,Mojokerto,Trowulan,"Jl. Majapahit No. 141-143, Tegalor, Trowulan, Kec. Trowulan, Kabupaten Mojokerto, Jawa Timur 61362","https://www.google.com/maps/place/Balai+Pelestarian+Cagar+Budaya/@-7.5689199,112.1334875,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e780d8bad26b717:0xe8df9973bfedd80e!8m2!3d-7.5568066!4d112.372887!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvWhgiFm11c2V1bSBkZWthdCBtb2pva2VydG-SARFnb3Zlcm5tZW50X29mZmljZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOSmFtWTNWRWhCRUFF4AEA?hl=en"
CANDI WAJI,Taman,4.6,Jawa Timur,Mojokerto,Puri,"Desa Sumbergirang Dusun Sumbertempur, RT.04/RW.02, Pertempur, Sumbergirang, Kec. Puri, Kabupaten Mojokerto, Jawa Timur 61363","https://www.google.com/maps/place/CANDI+WAJI/@-7.5689199,112.1334875,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e780dc1397fb933:0x26642283ff41d1f4!8m2!3d-7.5169494!4d112.4659543!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvWhgiFm11c2V1bSBkZWthdCBtb2pva2VydG-SAQZtdXNldW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlhMWEpIZWpsUlJSQULgAQA?hl=en"
Makam Mbah dhermo Djodjo,Taman,4.3,Jawa Timur,Mojokerto,Kutorejo,"CG8M+JX7, Brubuh, Sampangagung, Kec. Kutorejo, Kabupaten Mojokerto, Jawa Timur 61383","https://www.google.com/maps/place/Makam+Mbah+dhermo+Djodjo/@-7.5689199,112.1334875,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e78740d0aaeb303:0x618c86e55127ccf3!8m2!3d-7.5834581!4d112.5349123!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEGbXVzZXVt4AEA?hl=en"
Kampus Cendekia Universal/Gus Imm,Taman,4.9,Jawa Timur,Mojokerto,Trowulan,"C9JW+CVM, Kraton, Temon, Kec. Trowulan, Kabupaten Mojokerto, Jawa Timur 61362","https://www.google.com/maps/place/Kampus+Cendekia+Universal%2FGus+Imm/@-7.5689199,112.1334875,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e786d07c3dba71d:0x1c9d562346d502df!8m2!3d-7.5689199!4d112.3971594!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEKYXJ0X211c2V1beABAA?hl=en"
OMAHEE Iqwan,Taman,4.6,Jawa Timur,Mojokerto,Ngoro,"Unnamed Road, Wadu Sari, Wotanmasjedong, Kec. Ngoro, Kabupaten Mojokerto, Jawa Timur 61385","https://www.google.com/maps/place/OMAHEE+Iqwan/@-7.580257,112.3434739,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e78753b2dad576b:0x48f71ec16885320e!8m2!3d-7.5802573!4d112.6071521!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgERaGFuZGljcmFmdF9tdXNldW3gAQA?hl=en"
Sanggar ki suronoto,Taman,5.0,Jawa Timur,Mojokerto,Bangsal,"FFMH+H7F, Unnamed Road, Wonokerto, Sumberwono, Kec. Bangsal, Kabupaten Mojokerto, Jawa Timur 61381","https://www.google.com/maps/place/Sanggar+ki+suronoto/@-7.5704517,112.1158614,11z/data=!4m10!1m3!2m2!1smuseum+dekat+mojokerto!6e1!3m5!1s0x2e780d5cb7c0ecd7:0x3be2ca86b42aeeaa!8m2!3d-7.5160465!4d112.4781888!15sChZtdXNldW0gZGVrYXQgbW9qb2tlcnRvkgEGbXVzZXVt4AEA?hl=en"
