nama,kategori,rating,provinsi,kota,kecamatan,alamat,link
Sumur Jobong Jombang,Taman,4.0,Jawa Timur,Jombang,Diwek,"Ngudirejo, Kec. Diwek, Kabupaten Jombang, Jawa Timur 61471","https://www.google.com/maps/place/Sumur+Jobong+Jombang/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e786b8c482de1af:0x65db129df75bb4b1!8m2!3d-7.5734375!4d112.2491875!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1beABAA?hl=id"
Monumen Adipura Jombang,Taman,4.5,Jawa Timur,Jombang,Jombang,"Jl. Basuki Rahmad No.1, Kaliwungu, Mojongapit, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61413","https://www.google.com/maps/place/Monumen+Adipura+Jombang/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e784021ce226b43:0xf843dab73b7e35fc!8m2!3d-7.5572064!4d112.2348879!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1beABAA?hl=id"
Omahku,Taman,3.8,Jawa Timur,Jombang,Ploso,"Jl. Pejuang No.7, Rejo Agung, Rejoagung, Kec. Ploso, Kabupaten Jombang, Jawa Timur 61453","https://www.google.com/maps/place/Omahku/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e783e0881ca8c79:0xff804af7e7519190!8m2!3d-7.4582764!4d112.2263623!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1beABAA?hl=id"
BC. MTMA JOMBANG,Taman,5.0,Jawa Timur,Jombang,Peterongan,"F786+G3P, Jajar, Kepuhkembeng, Kec. Peterongan, Kabupaten Jombang, Jawa Timur 61481","https://www.google.com/maps/place/BC.+MTMA+JOMBANG/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e78151e2e8e50e7:0xca29aee9b23392b8!8m2!3d-7.5336384!4d112.2602286!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1beABAA?hl=id"
Putri Kembar Jombang Punya,Taman,5.0,Jawa Timur,Jombang,Ploso,"G6PR+GMX, Jl. Jombang - Ploso, Bulak Banaran, Sentul, Kec. Ploso, Kabupaten Jombang, Jawa Timur 61452","https://www.google.com/maps/place/Putri+Kembar+Jombang+Punya/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e7815f9b5e33129:0x85ed0c7ddc386f97!8m2!3d-7.463638!4d112.241739!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1beABAA?hl=id"
Galeri Cagar Budaya Mpu Sindok,Taman,5.0,Jawa Timur,Jombang,Jombang,"Gedung B - Bidang Kebudayaan - Dinas Pendidikan dan Kebudayaan Jombang, Gg. IV No.11a, Jombatan, Sengon, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61419","https://www.google.com/maps/place/Galeri+Cagar+Budaya+Mpu+Sindok/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e78419420e4f64f:0xf0c62e43e2ab41a6!8m2!3d-7.5527518!4d112.2307656!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ1oWIhRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1bZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOWGRrOHRYMnBSUlJBQuABAA?hl=id"
Tugu Megaluh,Taman,4.6,Jawa Timur,Jombang,Jombang,"G55C+33W, Jl. Megaluh-Jombang, Megaluh, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61457","https://www.google.com/maps/place/Tugu+Megaluh/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e783ee6e4864559:0x9b0738bd553c421a!8m2!3d-7.4922634!4d112.1702117!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ1oWIhRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSeGJEaFhlRkZCRUFF4AEA?hl=id"
"""GRADAK MANGKRING JAYA""",Taman,4.3,Jawa Timur,Jombang,Ngoro,"86WX+97C, kwaringan, Gajah, Kec. Ngoro, Kabupaten Jombang, Jawa Timur 61473","https://www.google.com/maps/place/%22GRADAK+MANGKRING+JAYA%22/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e7869d245699ab7:0xcd0e5d998ffa3113!8m2!3d-7.6540419!4d112.248098!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1beABAA?hl=id"
Monumen Asmaul Husna,Taman,4.7,Jawa Timur,Jombang,Diwek,"Tebuireng Gg. V, Kwaron, Cukir, Kec. Diwek, Kabupaten Jombang, Jawa Timur 61471","https://www.google.com/maps/place/Monumen+Asmaul+Husna/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e786a078289023f:0xf767c9307ee3dd2a!8m2!3d-7.6081213!4d112.2338709!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ1oWIhRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSdE1FcFhUV0ZSRUFF4AEA?hl=id"
Kampoeng Toengoe,Taman,5.0,Jawa Timur,Jombang,Diwek,"96FG+VJ2, Tungu, Kayangan, Kec. Diwek, Kabupaten Jombang, Jawa Timur 61471","https://www.google.com/maps/place/Kampoeng+Toengoe/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e78438491bc5551:0xe285b6ef6144804b!8m2!3d-7.6253004!4d112.226541!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1beABAA?hl=id"
Abu & Sarning's Loving Cottage World Heritage,Taman,5.0,Jawa Timur,Jombang,Bareng,"875W+M3H, Kuwik, Bareng, Kec. Bareng, Kabupaten Jombang, Jawa Timur 61474","https://www.google.com/maps/place/Abu+%26+Sarning's+Loving+Cottage+World+Heritage/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e7869473b38782f:0x9257df9a8a9c826e!8m2!3d-7.6908319!4d112.2952759!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBDmhpc3RvcnlfbXVzZXVt4AEA?hl=id"
JOECY JOMBANG,Taman,4.5,Jawa Timur,Jombang,Jombang,"C6QR+8M6, Plandi, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61419","https://www.google.com/maps/place/JOECY+JOMBANG/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e786ba37b80d491:0xa4a75f9ee726e4b6!8m2!3d-7.5617248!4d112.2416343!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1beABAA?hl=id"
MUSEUM POTEHI GUDO,Taman,4.0,Jawa Timur,Jombang,Gudo,"Unnamed Road, Bumi Arjo, Gudo, Kec. Gudo, Kabupaten Jombang, Jawa Timur 61463","https://www.google.com/maps/place/MUSEUM+POTEHI+GUDO/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e78422d2c09b51d:0xc9ee31c04ecaea7!8m2!3d-7.6276772!4d112.1910338!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ5IBBm11c2V1beABAA?hl=id"
Museum Islam Indonesia KH Hasyim Asy'ari Tebuireng,Taman,4.6,Jawa Timur,Jombang,Diwek,"96RM+HV7, Tebuireng Gg. 3, Kwaron, Cukir, Kec. Diwek, Kabupaten Jombang, Jawa Timur 61471","https://www.google.com/maps/place/Museum+Islam+Indonesia+KH+Hasyim+Asy'ari+Tebuireng/@-7.8500203,111.0392528,8.31z/data=!4m10!1m3!2m2!1smuseum+dekat+jombang!6e1!3m5!1s0x2e7841fce7e2b887:0x4723d0ca05b8d529!8m2!3d-7.6085962!4d112.2346817!15sChRtdXNldW0gZGVrYXQgam9tYmFuZ1oWIhRtdXNldW0gZGVrYXQgam9tYmFuZ5IBD25hdGlvbmFsX211c2V1bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSNWIwbGZlRlpSRUFF4AEA?hl=id"
Monumen Adipura Nganjuk,Taman,3.0,Jawa Timur,Nganjuk,Nganjuk,"9WW4+PXM, Nganjuk, Ganung Kidul, Kec. Nganjuk, Kabupaten Nganjuk, Jawa Timur 64419","https://www.google.com/maps/place/Monumen+Adipura+Nganjuk/@-7.5929623,111.417732,10z/data=!4m9!1m2!2m1!1smuseum+dekat+nganjuk!3m5!1s0x2e784b2ac3e3d6bf:0x325f4c02ce6cacf3!8m2!3d-7.6031617!4d111.9074286!15sChRtdXNldW0gZGVrYXQgbmdhbmp1a5IBBm11c2V1beABAA?hl=id"
Museum Radio Indonesia,Taman,5.0,Jawa Timur,Nganjuk,Bagor,"RT.5/RW.4, Ngrombot, Selorejo, Kec. Bagor, Kabupaten Nganjuk, Jawa Timur 64461","https://www.google.com/maps/place/Museum+Radio+Indonesia/@-7.5929623,111.417732,10z/data=!4m9!1m2!2m1!1smuseum+dekat+nganjuk!3m5!1s0x2e784bfbfeb053ff:0x32f882df372725df!8m2!3d-7.5752917!4d111.8653238!15sChRtdXNldW0gZGVrYXQgbmdhbmp1a5IBBm11c2V1beABAA?hl=id"
Museum Dr. Soetomo Nganjuk,Taman,4.2,Jawa Timur,Nganjuk,Loceret,"8VMP+W5P, Sono, Ngepeh, Kec. Loceret, Kabupaten Nganjuk, Jawa Timur 64471","https://www.google.com/maps/place/Museum+Dr.+Soetomo+Nganjuk/@-7.5929623,111.417732,10z/data=!4m9!1m2!2m1!1smuseum+dekat+nganjuk!3m5!1s0x2e784ce8c1200d99:0xa06d7ca425293610!8m2!3d-7.6651507!4d111.8854668!15sChRtdXNldW0gZGVrYXQgbmdhbmp1a5IBBm11c2V1beABAA?hl=id"
Museum Anjuk Ladang,Taman,4.3,Jawa Timur,Nganjuk,Nganjuk,"Terminal Bus anjuk ladang, Jalan Gatot Subroto Ringin Anom Ringin Anom Kauman (timur, Kec. Nganjuk, Kabupaten Nganjuk, Jawa Timur 64411","https://www.google.com/maps/place/Museum+Anjuk+Ladang/@-7.5929623,111.417732,10z/data=!4m9!1m2!2m1!1smuseum+dekat+nganjuk!3m5!1s0x2e784afd3c5211c5:0x3e9a6a185804160b!8m2!3d-7.5929623!4d111.8935226!15sChRtdXNldW0gZGVrYXQgbmdhbmp1a5IBBm11c2V1beABAA?hl=id"
Serba Murah,Taman,5.0,Jawa Timur,Bojonegoro,Balen,"RW8W+X3M, Bahoro, Sobontoro, Kec. Balen, Kabupaten Bojonegoro, Jawa Timur 62182","https://www.google.com/maps/place/Serba+Murah/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e77812945df16ff:0xc00ad14ad734a895!8m2!3d-7.1825329!4d111.9451544!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBD3Nob3BwaW5nX2NlbnRlcuABAA?hl=id"
Taman Pejambon,Taman,4.4,Jawa Timur,Bojonegoro,Sumberejo,"R22C+MPX, Jl. RA. Kartini, Pejambon, Kec. Sumberejo, Kabupaten Bojonegoro, Jawa Timur 62191","https://www.google.com/maps/place/Taman+Pejambon/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e7787a3b4c64cdb:0xdf4b96f163819615!8m2!3d-7.1982643!4d112.0218745!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBDmFtdXNlbWVudF9wYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJET0VreWNWZG5FQUXgAQA?hl=id"
Air Terjun Kedunggupit,Taman,4.4,Jawa Timur,Bojonegoro,Sekar,"HQ8H+H77, Dusun Gayam Desa Klino Kec. Sekar Kab. Bojonegoro, Sawah, Klino, Kec. Sekar, Kabupaten Bojonegoro, Jawa Timur 62167","https://www.google.com/maps/place/Air+Terjun+Kedunggupit/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e79cdcc194c0d83:0x2e45dd9a62d096c7!8m2!3d-7.4335951!4d111.7781673!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA?hl=id"
Air Terjun Maor,Taman,4.4,Jawa Timur,Bojonegoro,Bojonegoro,"JVV2+73M, Clebung, Bubulan, Area Hutan, Clebung, Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62172","https://www.google.com/maps/place/Air+Terjun+Maor/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e79d2d69a82db67:0xf6648447257a3ba5!8m2!3d-7.3567982!4d111.8501604!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA?hl=id"
Balai Desa Sengon,Taman,5.0,Jawa Timur,Bojonegoro,Bojonegoro,"PP58+MHW, Bondol, Ngambon, Bondol, Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62167","https://www.google.com/maps/place/Balai+Desa+Sengon/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e79d6e2e12726bf:0x928cbe809ec1907e!8m2!3d-7.2907592!4d111.7164436!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEWdvdmVybm1lbnRfb2ZmaWNl4AEA?hl=id"
Geopetroleum Teksas Wonocolo,Taman,4.3,Jawa Timur,Bojonegoro,Kedewan,"Wonocolo, Kec. Kedewan, Kabupaten Bojonegoro, Jawa Timur 62164","https://www.google.com/maps/place/Geopetroleum+Teksas+Wonocolo/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e776fd6abffbb07:0xcc837f281d839bb6!8m2!3d-7.0445777!4d111.6604749!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEnRvdXJpc3RfYXR0cmFjdGlvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUGRFMWZjV3hSUlJBQuABAA?hl=id"
Kedai No One Sego Buwuhan,Taman,4.0,Jawa Timur,Bojonegoro,Bojonegoro,"VV2F+MPG, Jl. MH. Thamrin, Kauman, Kec. Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62113","https://www.google.com/maps/place/Kedai+No+One+Sego+Buwuhan/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e77821ddc0f134b:0x8d2009df6b3b396d!8m2!3d-7.1483178!4d111.8742855!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBCnJlc3RhdXJhbnTgAQA?hl=id"
Maqom Ibu,Taman,5.0,Jawa Timur,Bojonegoro,Kapas,"QVXC+782, Tapelan, Bangilan, Kec. Kapas, Kabupaten Bojonegoro, Jawa Timur 62181","https://www.google.com/maps/place/Maqom+Ibu/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e77819984716543:0xde5a7ce6fd7c2fc7!8m2!3d-7.2018524!4d111.8707675!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBCGNlbWV0ZXJ54AEA?hl=id"
Tower Teksas Wonocolo,Taman,4.2,Jawa Timur,Bojonegoro,Kedewan,"XM34+379, Wonocolo, Kec. Kedewan, Kabupaten Bojonegoro, Jawa Timur 62164","https://www.google.com/maps/place/Tower+Teksas+Wonocolo/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e776fd04a226961:0x2f2682356acef790!8m2!3d-7.0473242!4d111.6557231!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBBGNhZmXgAQA?hl=id"
Monumen pahlawan Lettu Soejito,Taman,5.0,Jawa Timur,Bojonegoro,Bojonegoro,"VV2J+558, Unnamed Road, Ledok Kulon Tiga, Ledok Wetan, Kec. Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62113","https://www.google.com/maps/place/Monumen+pahlawan+Lettu+Soejito/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e778349e95f7189:0xd975f1d4f67a3462!8m2!3d-7.1495851!4d111.8804416!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBCXNjdWxwdHVyZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSbGN6aGZMVFozUlJBQuABAA?hl=id"
Air Terjun Kedung Maor,Taman,4.0,Jawa Timur,Bojonegoro,Temayang,"Area Sungai, Kedungsumber, Kec. Temayang, Kabupaten Bojonegoro, Jawa Timur 62184","https://www.google.com/maps/place/Air+Terjun+Kedung+Maor/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e782d065825a1cf:0xe5e14527e50a1e00!8m2!3d-7.3586411!4d111.9007939!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA?hl=id"
RADJA LOUHAN,Taman,3.9,Jawa Timur,Bojonegoro,Balen,"Suwaloh, Kec. Balen, Kabupaten Bojonegoro, Jawa Timur 62182","https://www.google.com/maps/place/RADJA+LOUHAN/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e7787424d4956ad:0xb9cac26e9593b1ab!8m2!3d-7.1999567!4d111.9551178!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEGhvbWVfZ29vZHNfc3RvcmXgAQA?hl=id"
Air Terjun Kedung Peti,Taman,4.0,Jawa Timur,Bojonegoro,Malo,"WP4J+X2C, Dusun Gaplok, Ketileng, Kec. Malo, Kabupaten Bojonegoro, Jawa Timur 62153","https://www.google.com/maps/place/Air+Terjun+Kedung+Peti/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e777a693fb7cb4f:0x6a03cf9f01bf6442!8m2!3d-7.092562!4d111.7300139!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA?hl=id"
Bojonegoro,Taman,5.0,Jawa Timur,Bojonegoro,Purwosari,"QPG4+5P6, Gondang, Ngrejeng, Kec. Purwosari, Kabupaten Bojonegoro, Jawa Timur","https://www.google.com/maps/place/Bojonegoro/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e777da37fa48257:0x75d1bc77685789a7!8m2!3d-7.2245899!4d111.7068144!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA?hl=id"
Terminal Rajekwesi Bojonegoro,Taman,4.0,Jawa Timur,Bojonegoro,Bojonegoro,"Jl. Veteran No.92, Jambean, Sukorejo, Kec. Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62115","https://www.google.com/maps/place/Terminal+Rajekwesi+Bojonegoro/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e7781985dfa937f:0x5db67c6393cc5de7!8m2!3d-7.1667755!4d111.8949211!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBD3RyYW5zaXRfc3RhdGlvbuABAA?hl=id"
Dinas Kebudayaan dan Pariwisata Bojonegoro,Taman,4.3,Jawa Timur,Bojonegoro,Bojonegoro,"Jl. Teuku Umar No.80, Bojonegoro, Kadipaten, Kec. Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62111","https://www.google.com/maps/place/Dinas+Kebudayaan+dan+Pariwisata+Bojonegoro/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e77818bce3f1b5b:0x3dce6eaf756a0ce1!8m2!3d-7.1522005!4d111.8858763!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBFGNpdHlfZGlzdHJpY3Rfb2ZmaWNl4AEA?hl=id"
Agrowisata Salak tanjungharjo,Taman,3.8,Jawa Timur,Bojonegoro,Bojonegoro,"RV3M+XPQ, Desa Tanjungharjo, Kapas, Karangrejo, Tj. Harjo, Kec. Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62181","https://www.google.com/maps/place/Agrowisata+Salak+tanjungharjo/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e7780497d22576b:0x112010575d0f26d4!8m2!3d-7.1950344!4d111.8843485!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSSk1GQnVORVpSRUFF4AEA?hl=id"
Monumen Loko Diesel Fried Krupp D30133,Taman,4.0,Jawa Timur,Bojonegoro,Bojonegoro,"RVWM+XC4, Kepatihan, Kec. Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62111","https://www.google.com/maps/place/Monumen+Loko+Diesel+Fried+Krupp+D30133/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e7781ae1bce9a09:0x6b6a18581d6bbcfc!8m2!3d-7.1526197!4d111.8835855!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA?hl=id"
Makam Wali Kidangan,Taman,4.2,Jawa Timur,Bojonegoro,Bojonegoro,"WP5Q+2HG, Sukorejo, Malo, Hutan, Perairan, Bojonegoro, Kabupaten Bojonegoro, Jawa Timur 62153","https://www.google.com/maps/place/Makam+Wali+Kidangan/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e777a3f15555555:0x3bc139db78388993!8m2!3d-7.0924362!4d111.7389406!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEnRvdXJpc3RfYXR0cmFjdGlvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSVmR6bDJOSGhCUlJBQuABAA?hl=id"
"Pt.Gudang Garam Tbk, Unit Genjor",Taman,4.1,Jawa Timur,Bojonegoro,Sugihwaras,"PXJ4+V9J, Genjor Kulon, Genjor, Kec. Sugihwaras, Kabupaten Bojonegoro, Jawa Timur 62183","https://www.google.com/maps/place/Pt.Gudang+Garam+Tbk,+Unit+Genjor/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e78297f7a9d8365:0x27416d9402d48fda!8m2!3d-7.2677374!4d111.9558838!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBBm11c2V1beABAA?hl=id"
Sendang Lego,Taman,4.5,Jawa Timur,Bojonegoro,Ngasem,"RM5R+CF7, Ledok, Mojodelik, Kec. Ngasem, Kabupaten Bojonegoro, Jawa Timur 62154","https://www.google.com/maps/place/Sendang+Lego/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e777d75aa0f7fa5:0xb272132e0b0a3028!8m2!3d-7.1914694!4d111.6911837!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBFGxvY2FsX2hpc3RvcnlfbXVzZXVt4AEA?hl=id"
Agrowisata Kebun Belimbing Ngringinrejo,Taman,4.2,Jawa Timur,Bojonegoro,Kalitidu,"Ngringin, Ngringinrejo, Kec. Kalitidu, Kabupaten Bojonegoro, Jawa Timur 62152","https://www.google.com/maps/place/Agrowisata+Kebun+Belimbing+Ngringinrejo/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e7778e90c4f032f:0x129b98aefc5b6c43!8m2!3d-7.127806!4d111.825635!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb1oZIhdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VONUxVcFFPRUYzRUFF4AEA?hl=id"
Mandorlumpur,Taman,3.7,Jawa Timur,Bojonegoro,Kanor,"V22J+HJQ, Candi, Nglarangana, Kec. Kanor, Kabupaten Bojonegoro, Jawa Timur 62193","https://www.google.com/maps/place/Mandorlumpur/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e77860eea27deaf:0x97972f19ad77e57a!8m2!3d-7.1485335!4d112.0316079!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBEGNoaWxkcmVuc19tdXNldW3gAQA?hl=id"
Simpang Kalbakal,Taman,4.1,Jawa Timur,Bojonegoro,Malo,"VMWQ+9Q5, Jl. Kawengan, Ngelo, Tambakromo, Kec. Malo, Kabupaten Bojonegoro, Jawa Timur 62153","https://www.google.com/maps/place/Simpang+Kalbakal/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e777ac20f593243:0x351a17bd456b9236!8m2!3d-7.1041076!4d111.6894794!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBBm11c2V1beABAA?hl=id"
"Embung Desa Purworejo, Kec Padangan",Taman,3.8,Jawa Timur,Bojonegoro,Padangan,"RH8R+7H4, Wonogiri, Purworejo, Kec. Padangan, Kabupaten Bojonegoro, Jawa Timur 62162","https://www.google.com/maps/place/Embung+Desa+Purworejo,+Kec+Padangan/@-7.1306474,110.7133324,9z/data=!4m10!1m3!2m2!1smuseum+dekat+bojonegoro!6e1!3m5!1s0x2e7763c1d4eaa5e1:0x99db47eaadfb652d!8m2!3d-7.1843517!4d111.5914513!15sChdtdXNldW0gZGVrYXQgYm9qb25lZ29yb5IBBm11c2V1beABAA?hl=id"
